@relation DIALOG_UTTERANCES
@attribute DOC_TEXT string
@attribute HAS_QUESTION_MARK {true, false}
@attribute HAS_AFFIRMATIVE {true, false}
@attribute HAS_NEGATIVE {true, false}
@attribute STARTING_POS {CC, CD, DT, EX, FW, IN, JJ, JJR, JJS, LS, MD, NN, NNS, NNP, NNPS, PDT, POS, PRP, PRP$, RB, RBR, RBS, RP, SYM, TO, UH, VB, VBD, VBG, VBN, VBP, VBZ, WDT, WP, WP$, WRB, X}
@attribute ACT_TAG {statement, question, yes, no, other}
@data
"jp",false,false,false,NN,statement
"Like USERNAME over there... all she does is wack me",false,false,false,IN,statement
"what is that saying abou tthe rest of us?",true,false,false,WP,question
"I'm saying we're all fawked already",false,false,false,PRP,statement
"nope USERNAME",false,false,true,NN,no
"USERNAME your easy to beat up",false,false,false,X,statement
"true true",false,false,false,JJ,yes
"USERNAME's voice is hawt mmmmm o",false,false,false,CD,statement
"my comp is having issues",false,false,false,PRP$,statement
"so USERNAME  why no pic",false,false,true,RB,question
"where is the fun in that?",true,false,false,WRB,question
"hi USERNAME",false,false,false,JJ,other
"i just got here",false,false,false,PRP,statement
"no ads for cam",false,false,true,DT,statement
"careful USERNAME im nakey here in the corner",false,false,false,JJ,statement
"oh i see",false,false,false,UH,statement
"should be shells",false,false,false,MD,yes
"where is everyone from?",true,false,false,WRB,question
"i should put a new one up lol",false,false,false,PRP,statement
"so where is everyone from?",true,false,false,CC,question
"tennessee here",false,false,false,NN,statement
"maryland",false,false,false,NN,statement
"LOL USERNAME you ain't heard nothing yetp",false,false,true,RB,statement
"well eUSERNAME........lol",false,false,false,RB,statement
"Even you people that sit there and never say anything",false,false,false,RB,statement
"Ohio",false,false,false,NNP,statement
"sue......why not......lol",false,false,true,VB,yes
"who says that?",true,false,false,WP,question
"USERNAME tried to tell us she was innocent",false,false,true,CD,statement
"where in ohio USERNAME?",true,false,false,WRB,question
"I'm not easy to beat up.. you just have a wicked right hook, USERNAME",false,false,true,PRP,statement
"lol ok USERNAME",false,false,false,NN,yes
"near Cleveland",false,false,false,IN,statement
"i use to live there",false,false,false,PRP,statement
"no cam USERNAME",false,false,true,DT,yes
"KoOL",false,false,false,NNP,statement
"where you from?",true,false,false,WRB,question
"yeah i'm a single parent",false,true,false,UH,yes
"LOL I am USERNAME",false,false,false,NNP,statement
"I'm from Earth",false,false,false,PRP,statement
"whats up",false,false,false,WP,question
"i live in san diego now",false,false,true,PRP,statement
"lmao im watching canada's worst drivers...its hilarious",false,false,false,NN,statement
"hi USERNAME",false,false,false,JJ,other
" single parent too ..",false,false,false,X,yes
"she's as innocent as I am virginal.",false,false,true,PRP,statement
"USERNAME",false,false,false,CD,statement
"wha?",true,false,false,NN,question
"I could see USERNAME on that show",false,false,false,PRP,statement
"don't expect me to lie! lol",false,false,false,VBP,statement
"it can be rough",false,false,false,PRP,statement
"27 male maryland",false,false,false,CD,statement
" adjusts her halo",false,false,false,X,statement
"USERNAME",false,false,false,CD,statement
"I watched a second or two of that show.. and I so pictured my mother on that",false,false,false,PRP,statement
"yeah it can be ",false,true,false,UH,yes
"lil ",false,false,false,NN,statement
"Im a single parent to..i seem to date boys and im the mama",false,false,false,PRP,statement
"USERNAME where are you from?",true,false,false,CD,question
" hello all",false,false,false,X,other
"true",false,false,false,JJ,yes
"Ok USERNAME lol",false,false,false,UH,statement
"yup.  I got a 4 12 year old daughter.  she's my world .. ",false,false,false,UH,statement
"Hi USERNAME ",false,false,false,UH,other
"USERNAME!",false,false,false,CD,statement
"USERNAME",false,false,false,X,statement
"You make a good mother _",false,false,false,PRP,statement
"how can ya be in the innocent corner alone if we're in the corner naked? lol",true,true,true,WRB,question
"Lets make babiess!!!",false,false,false,NNS,statement
"ok nice to meet you USERNAME",false,false,false,RB,statement
"USERNAME!!!!",false,false,false,CD,statement
"USERNAME",false,false,false,X,statement
"hey wait until their teenagers",false,false,false,UH,statement
"hi kit",false,false,false,UH,other
"awwwwwww thanks.... ya i know i would ",false,true,true,NN,other
"USERNAME",false,false,false,CD,statement
"not surprised lol",false,false,true,X,statement
"hi USERNAME",false,false,false,JJ,other
"muahz hun ltnsea",false,false,false,JJ,statement
"USERNAME!!",false,false,false,CD,statement
"dude",false,false,false,NN,statement
"girl",false,false,false,NN,statement
"I",false,false,false,PRP,statement
"USERNAME",false,false,false,CD,statement
"how are ya USERNAME?",true,true,false,WRB,question
"how's you USERNAME",false,false,false,WRB,question
"wb USERNAME",false,false,false,IN,other
"I'm ok .... been busy",false,false,false,PRP,statement
"hmmmmmmmm thinks about this",false,false,false,NN,statement
"lol USERNAME ...you'd be surprised how many mf questions I get in whisper ",false,false,false,NN,statement
"I'd of wanted to pork USERNAME if she always wasn't proked",false,false,false,PRP,statement
"ya me too... busy .. ",false,true,false,PRP,statement
"hey USERNAME",false,false,false,RB,other
"you can knock me up next time k?",true,false,true,PRP,statement
"hey USERNAME",false,false,false,RB,other
"hey USERNAME",false,false,false,RB,other
"Ink even USERNAME",false,false,false,NN,statement
"hey kent whered u go",false,false,false,UH,other
"No!",false,false,true,UH,no
"prrty nic",false,false,false,NN,statement
"  oi oi hiya all",false,true,false,X,other
"I wanted to be the first popper",false,false,false,PRP,statement
"well I had no choice but to let the kid out!",false,false,true,UH,statement
"USERNAME I do ",false,false,false,CD,statement
"but",false,false,false,CC,statement
"ty ",false,false,false,NN,statement
"hey USERNAME",false,false,false,RB,other
"urs is cute too ",false,false,false,NN,statement
"aw thanksss",false,false,false,UH,other
"1cos age loc?",true,false,false,JJ,question
"USERNAME hello",false,false,false,CD,other
"yw's",false,false,false,PRP,statement
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
" o   the ready face",false,false,false,X,statement
"my hands are freeezinggggg",false,false,false,PRP$,statement
"29Oh",false,false,false,CD,statement
"thats the way i like to",false,false,false,IN,statement
"On your mark",false,false,false,IN,statement
"Get set",false,false,false,VB,statement
"USERNAME hello ",false,false,false,CD,other
"why a blue frown?",true,false,false,WRB,question
"USERNAME?",true,false,false,CD,question
"hands USERNAME sum mittens",false,false,false,X,statement
" can't wait for these elections to get over with ... sick of seeing them on tv",false,false,false,X,statement
"humm forgot i was here",false,false,false,NN,statement
"lmao um i dotn thinkso",false,false,false,NN,no
"me too USERNAME",false,false,false,PRP,yes
"USERNAME",false,false,false,X,statement
"27",false,false,false,CD,statement
"newp i hate whispers",false,false,false,NN,no
"coggieeee",false,false,false,NN,statement
"i missedyouuu",false,false,false,PRP,statement
"gee i couldnt tell USERNAME",false,false,false,NN,statement
"USERNAME.....no whispers",false,false,true,CD,no
"This USERNAME is sure trigger happy",false,false,false,DT,statement
"Hi USERNAME  where you from?",true,false,false,UH,question
"ha ha ha very funny",false,false,false,UH,statement
" never does vote ... I know .. I know.. ya can slap me",false,true,true,X,statement
"That'll show USERNAME",false,false,false,DT,statement
"I don't know what my issue is tonight  or that of my comps",false,false,true,PRP,statement
"there ain't no goodlooking ones to even vote for",false,false,true,EX,statement
"Anyway",false,false,false,UH,statement
"Ok i have someone in my whisper who is repeating themselvs... i think  his name is Raymond.....ya definately Raymond",false,true,false,UH,statement
"hello from illinois",false,false,true,UH,other
"I want to ensure the rights of gays to have abortions",false,false,false,PRP,statement
"hi USERNAME",false,false,false,JJ,other
"okies I'm off",false,false,false,NNS,other
"looks around",false,false,false,X,statement
"picks nose",false,false,true,X,statement
"hi USERNAME",false,false,false,JJ,other
"NIght USERNAME",false,false,false,NN,other
"waves n stuff",false,false,false,X,other
"Laters all",false,false,false,NNS,other
"USERNAME has a big nose",false,false,true,CD,statement
"not raymond",false,false,true,X,statement
"gays needed to be abourted",false,false,false,NNS,statement
"tc USERNAME",false,false,false,NN,other
"weird topic",false,false,false,X,statement
"USERNAME",false,false,false,CD,statement
"night USERNAME",false,false,false,NN,other
"hello",false,false,false,UH,other
"USERNAME",false,false,false,CD,statement
"yea USERNAME",false,false,false,CC,yes
"pmsl?",true,false,false,NN,question
"they pissed their pants laughin",false,false,false,PRP,statement
"ohhh sorry",false,false,false,UH,statement
"the few....the proud...the USERNAME",false,false,false,DT,statement
"in out in out in out in out",false,false,false,IN,statement
"wb USERNAME",false,false,false,IN,other
"in USERNAME",false,false,false,IN,statement
"ty USERNAME",false,false,false,NN,statement
"the few..the proud..the retarded",false,false,false,DT,statement
"hi all",false,false,false,UH,other
"yw",false,false,false,UH,statement
"hey USERNAME",false,false,false,RB,other
"the strange the weird and the driveby pmers",false,false,false,DT,statement
"the few the proud...the tongue oot",false,false,false,DT,statement
"lmao USERNAME i hate u",false,false,false,NN,statement
"this is a no pouting zone...all violators will be spanked",false,false,true,DT,statement
"I am fulfilling in bed.",false,false,false,PRP,statement
"hello USERNAME..when i didnt answer you in whisper that should have given you the hint",false,false,false,UH,statement
"USERNAME",false,false,false,CD,statement
" USERNAME left me all maddish",false,false,false,X,statement
"hi USERNAME",false,false,false,JJ,other
"ok im sorry ",false,false,false,UH,yes
"hi USERNAME",false,false,false,JJ,other
"hmmm",false,false,false,NN,statement
"Hi USERNAME",false,false,false,UH,other
"hello",false,false,false,UH,other
"im new here i wanted to see if it worked",false,false,false,PRP,statement
"lol  someone actually taking a hint",false,false,false,NN,statement
"USERNAME",false,false,false,CD,statement
"i apoligize",false,false,false,PRP,statement
"how are you USERNAME?",true,false,false,WRB,question
"hi USERNAME",false,false,false,JJ,other
"USERNAME, sure.",false,false,false,CD,yes
"im well ty",false,false,false,PRP,statement
"hiii USERNAME btw",false,false,false,NN,other
"hi USERNAME",false,false,false,JJ,other
"USERNAME",false,false,false,CD,statement
"hey USERNAME",false,false,false,RB,other
"oi oi oi",false,false,false,IN,other
"USERNAME",false,false,false,CD,statement
"hi USERNAME",false,false,false,JJ,other
"sup",false,false,false,VB,other
"how's you USERNAME?",true,false,false,WRB,question
"eh good hows things USERNAME?",true,false,false,UH,question
"busy busy but good",false,false,false,JJ,statement
"quiet in here",false,false,false,JJ,statement
"USERNAME...where you from?",true,false,false,CD,question
"busy busy is good good",false,false,false,JJ,statement
"lol quiet for all the people that are in here",false,false,false,UH,statement
"It pisses me off, I can't find my cam so I can be entertaining",false,false,false,PRP,statement
"wb USERNAME",false,false,false,IN,other
"27 male maryland",false,false,false,CD,statement
"USERNAME too",false,false,false,CD,yes
"just send me those nekkies you have and I'll entertain myself USERNAME P",false,false,false,RB,statement
"USERNAME, as soon as you send me yours",false,false,false,CD,statement
"i'm outta here all",false,false,false,PRP,other
"see ya",false,true,false,VB,other
"bye USERNAME",false,false,false,RB,other
"tc USERNAME",false,false,false,NN,other
"tc USERNAME",false,false,false,NN,other
"buh bye",false,false,false,NN,other
"bye USERNAME ",false,false,false,RB,other
"wb USERNAME",false,false,false,IN,other
"wb USERNAME",false,false,false,IN,other
"ty USERNAME",false,false,false,NN,statement
"ty USERNAME",false,false,false,NN,statement
"hey wb USERNAME",false,false,false,UH,other
"19 f ny",false,false,false,CD,statement
"ty USERNAME",false,false,false,NN,statement
"yw",false,false,false,UH,statement
"yw",false,false,false,UH,statement
"USERNAME, i'll stalk to ya soon also",false,true,false,CD,statement
"have a good night",false,false,false,VBP,other
"good u USERNAME?",true,false,false,JJ,question
"i got fired from dunkin donuts",false,false,false,PRP,statement
"me? a good nite? pssssh",true,false,false,PRP,no
"hello",false,false,false,UH,other
"hello USERNAME",false,false,false,UH,other
"that involves havin a good day. later",false,false,false,IN,other
"do it",false,false,false,VBP,statement
"I just finished my shower ",false,false,false,PRP,statement
"any ladies want chatsingleman35New York can pm me",false,false,false,DT,statement
"brb",false,false,false,NN,other
"hey USERNAME you cry baby",false,false,false,RB,statement
"k nana",false,false,false,X,yes
"shut up yooou",false,false,false,VBD,no
"I am 29 From tonawanda ny ",false,false,true,PRP,statement
"USERNAME",false,false,false,CD,other
"eat me",false,false,false,VB,statement
"ello USERNAME",false,false,false,RB,other
"i got fired from dunkin donuts",false,false,false,PRP,statement
"spread em",false,false,false,VBD,statement
"nice",false,false,false,JJ,yes
"how are ya sweetie",false,true,false,WRB,question
"im well and yourself",false,false,false,PRP,question
"hey USERNAME",false,false,false,RB,other
"ima call you USERNAME",false,false,false,PRP,statement
"hi USERNAME",false,false,false,JJ,other
"that is ok",false,false,false,DT,yes
"some call me USERNAME",false,false,false,DT,statement
"it better be",false,false,false,PRP,statement
"ok fine fine",false,false,false,UH,statement
"yeah that's what im looking for a virgin  ",false,true,false,UH,statement
"USERNAME i want a nick name too",false,false,false,CD,statement
"heyyyyy USERNAME",false,false,false,NN,other
"back",false,false,false,RB,statement
"humm",false,false,false,NN,statement
"wb USERNAME",false,false,false,IN,other
"USERNAME ill call yoooou...........",false,false,false,CD,statement
"hi USERNAME",false,false,false,JJ,other
"hello  room",false,false,false,UH,other
"hey",false,false,false,UH,other
"hi guys!",false,false,false,UH,other
"ya i donno",false,true,true,UH,statement
"i am a virgin",false,false,false,PRP,statement
"Hey USERNAME",false,false,false,RB,other
"i cant think of anythin",false,false,false,PRP,statement
"tdr",false,false,false,NN,statement
"aww its ok",false,false,false,VB,statement
"hi USERNAME",false,false,false,JJ,other
"dude stop saying that",false,false,false,NN,no
"too many names cant think lol",false,false,false,RB,statement
"whats that",false,false,false,WP,question
"USERNAME",false,false,false,CD,statement
"Chris.. so I wouldnt love him anymore... love",false,false,false,NN,statement
"la la la",false,false,false,FW,statement
"nah",false,false,true,UH,no
"leave me alone!",false,false,false,VB,no
"fuck a virgin..hmmm",false,false,false,NN,statement
"just call me USERNAME",false,false,false,RB,statement
"come on give me a chance USERNAME",false,false,false,VB,statement
"hello ladies",false,false,false,UH,other
"USERNAME kinda likes that idea",false,false,false,CD,statement
"wussups",false,false,false,NNS,other
"heyyy",false,false,false,NN,other
"Im not stop it dont start",false,false,true,PRP,statement
"i was wondering that's all",false,false,false,PRP,statement
"hey USERNAME",false,false,false,UH,other
"could well at least he'll remember his first fuck",false,false,false,MD,statement
"USERNAME",false,false,false,CD,other
"USERNAME",false,false,false,CD,other
"I'm there",false,false,false,PRP,statement
"ok",false,false,false,UH,statement
"no one forgets that honey",false,false,true,DT,statement
"i got fired from dunkin donuts because i was jacking off in the kitchen",false,false,false,PRP,statement
"whats black and whitte and red all over?????",true,false,false,WP,question
"USERNAME spins the bottle .....",false,false,false,CD,statement
"Where it will point nobody knows ....",false,false,true,WRB,statement
"Round and round it goes .....",false,false,false,JJ,statement
"USERNAME",false,false,false,CD,statement
"an old lady whos been beaten up for her pension",false,false,false,DT,statement
"newspaper",false,false,false,NN,statement
"no ty",false,false,true,DT,no
"stop",false,false,false,VB,no
"hey USERNAME!!!!!!",false,false,false,RB,other
"USERNAME!",false,false,false,CD,other
"whats pink, siver and red?",true,false,false,WP,question
"nope",false,false,true,NN,no
"no",false,false,true,DT,no
"a baby with a razor blade",false,false,false,DT,statement
"being alone",false,false,false,VBG,statement
"geessh USERNAME",false,false,false,NN,no
"i'll pass ",false,false,false,PRP,no
"don't worry babe i'm not leaving you",false,false,true,VBP,statement
"awww USERNAME",false,false,false,RB,statement
"whats green and silver?",true,false,false,WP,question
"I know USERNAME  cus your my wife",false,false,true,PRP,statement
"hey people",false,false,false,UH,other
"same baby three monthes later",false,false,false,JJ,statement
"lol yes!!",false,true,false,NN,yes
"sup room 20 m nc lookin for a lady freind",false,false,false,VB,statement
"26fnyarizonasinglewhitenonsmoker38 B chest",false,false,true,CD,statement
"dont cry baby.. why??",true,false,false,VBP,question
"who's your wife?",true,false,false,WP,question
"who?",true,false,false,WP,question
"come on give a chance please",false,false,false,VB,statement
"i killeded USERNAME",false,false,false,PRP,statement
"what goes round and round and burns",false,false,false,WP,question
"USERNAME",false,false,false,CD,statement
"a baby in a microwave",false,false,false,DT,statement
"i don't believe it",false,false,false,PRP,no
"yes I am",false,true,false,UH,yes
"hey room..anyone wanna chatpm me",false,false,false,UH,other
"when did that happen?",true,false,false,WRB,question
"see",false,false,false,VB,statement
"dum dum du dummmm",false,false,false,NN,statement
"pm me if u want to chat",false,false,false,IN,statement
"i need a ehusband.....lol",false,false,false,PRP,statement
"o ya",false,true,false,NN,yes
"that is horrible USERNAME",false,false,false,IN,statement
" USERNAME is my wife",false,false,false,X,statement
"yes i am",false,true,false,UH,yes
"umm what USERNAME?",true,false,false,NN,question
"cool",false,false,false,JJ,statement
"i agree wtf is they talking about",false,false,false,PRP,question
"kawing i am 21 years old and still a virgin male wanna fuck",false,false,false,VBG,statement
"you didnt invite me to the ewedding you fucks",false,false,false,PRP,statement
"what does the blind deaf retarded kid get for xmas?",true,false,false,WP,question
"sweeeeeeeeet",false,false,false,NN,statement
"i am not happy about that marriage though",false,false,true,PRP,statement
"cancer",false,false,false,NN,statement
"i dont need my wall no more",false,false,true,PRP,statement
"why not!!",false,false,true,WRB,question
"sorry USERNAME",false,false,false,JJ,statement
"haha nope you dont",false,false,true,NN,no
"oh hell yes you are",false,true,false,UH,statement
"its been fun",false,false,false,PRP$,statement
"some one kick him out",false,false,false,DT,statement
"this is betrayal",false,true,false,DT,statement
"No more PmS ",false,false,true,X,statement
"i'm well funny",false,false,false,PRP,statement
"why?",true,false,false,WRB,question
"cause",false,false,false,VB,statement
"i wont get married",false,false,false,PRP,statement
"yes you",false,true,false,UH,yes
"USERNAME",false,false,false,CD,statement
"yes",false,true,false,UH,yes
"yes",false,true,false,UH,yes
"USERNAME why do you feel that way?",true,false,false,CD,question
"come on then",false,false,false,VB,statement
"i am a virgin that is a joke",false,false,false,PRP,statement
"ewwwwwww fruit punch",false,false,false,JJ,statement
"your profile pics, thats the joke",false,false,false,PRP$,statement
"well i thought you and I will end up together   ",false,false,false,RB,statement
"not that I was aware of",false,false,true,RB,no
"HUH?",true,false,false,NN,question
"hi USERNAME",false,false,false,JJ,other
"hell",false,false,false,NN,statement
"who ate all the pies, who ate all the pies",false,false,false,WP,question
"im thristy",false,false,false,PRP,statement
"oh boy",false,false,false,UH,statement
"nasty",false,false,false,JJ,statement
"hello",false,false,false,UH,other
"i am shocked",false,false,false,PRP,statement
"how horrible",false,false,false,WRB,statement
"i'm outta here",false,false,false,PRP,statement
"what can I say I like pussy",false,false,false,WP,statement
"i stuck my dick in a pie ",false,false,false,PRP,statement
"nothing ever shocks me in this room",false,false,true,NN,statement
"damn that's fair enough",false,false,true,NN,statement
"i cant get pussy",false,false,false,PRP,statement
"crazy stuff",false,false,false,JJ,statement
"a kid with downs syndrome walks up to an ice cream van.......",false,false,false,DT,statement
"USERNAME",false,false,false,CD,other
"stop lyin doll",false,false,false,VB,no
"then buy one",false,false,false,RB,statement
"yessum",false,true,false,NN,yes
"YOu love my chocha",false,false,false,PRP,statement
"im thirsty go get me a beer",false,false,false,PRP,statement
"yeah i just found some superman stuff on myspace even",false,true,false,UH,statement
"he orders an ice cream........",false,false,false,PRP,statement
"i am broke",false,false,false,PRP,statement
"come on now guys",false,false,true,VB,statement
"you can friend him, lex, and lois",false,false,false,PRP,statement
"cold Bud",false,false,false,JJ,statement
"21 F",false,false,false,CD,statement
"ok i forgive you USERNAME",false,false,false,UH,statement
"geesh there is enough lovin for us all",false,false,true,NN,statement
"the ice cream guys says, 'what flavour??",true,false,false,DT,statement
"awww you actualy did",false,false,false,NN,statement
"im tryina get USERNAME",false,false,false,PRP,statement
"i was waitin for you to cuss me",false,false,false,PRP,statement
"nope",false,false,true,NN,no
"i have my hand to satisfie me ok",false,false,false,PRP,statement
"me too USERNAME",false,false,false,PRP,yes
"anyyyyyyyyyyyyyyyyy guys IN LATE 20S PM ME IF THERE A STALLION AND IF THEY CAN BE A GOOD BOY PM ME",false,false,false,JJ,statement
"why were you standing in the first place",false,false,false,WRB,question
"!rape USERNAME",false,false,false,NN,statement
"USERNAME",false,false,false,CD,other
"fuckin bot",false,false,false,NN,statement
"yes",false,true,false,UH,yes
"im listening to barbie girl",false,false,false,PRP,statement
"its the thought that counts USERNAME",false,false,false,PRP$,statement
"awww thanks",false,false,false,NN,other
"DOWNS SYNDORME",false,false,false,NNS,statement
"hey USERNAME!!!!!!!",false,false,false,RB,other
"USERNAME,",false,false,false,CD,statement
"hey USERNAME",false,false,false,RB,other
"shut up",false,false,false,VBD,no
"yes!",false,true,false,UH,yes
"hey USERNAME",false,false,false,RB,other
"you tart",false,false,false,PRP,statement
"hgey doesnt fuck USERNAME...",false,false,false,NN,statement
"what happened last night?",true,false,false,WP,question
"he needs to do !hump",false,false,false,PRP,statement
"20 min to go",false,false,false,CD,statement
"USERNAME is a gimp",false,false,false,CD,statement
"yea.. and !sex",false,false,false,NN,yes
"youuu can touch you caan play",false,false,false,NN,statement
"   beer ",false,false,false,X,statement
"no",false,false,true,DT,no
"good",false,false,false,JJ,yes
"me and USERNAME",false,false,false,PRP,statement
"bye",false,false,false,UH,other
"USERNAME what did you want",false,false,false,CD,question
"lovely",false,false,false,JJ,statement
"lol love it USERNAME",false,false,false,JJ,yes
"yeah ifr im gimp, your banned",false,true,false,UH,yes
"ahhhh memories",false,false,false,JJ,statement
"what a dumb nic USERNAME",false,false,false,WP,statement
"you act like were 80",false,false,false,PRP,statement
"so bye",false,false,false,IN,other
"i appologise",false,false,false,PRP,statement
"well",false,false,false,RB,statement
"how are you feeling USERNAME?",true,false,false,WRB,question
"how are ya USERNAME?",true,true,false,WRB,question
"hahaha...this room is goofy",false,false,false,NN,statement
"good how are you",false,false,false,JJ,question
"Maybe USERNAME",false,false,false,RB,statement
"USERNAME",false,false,false,CD,statement
"sweet ",false,false,false,JJ,statement
"yeah USERNAME you have to make a !sex or at least !molest one",false,true,false,UH,yes
"good",false,false,false,JJ,statement
"yeah",false,true,false,UH,yes
"I'm alive USERNAME",false,false,false,PRP,statement
"!hump USERNAME",false,false,false,RB,statement
"i guess",false,false,false,PRP,statement
"bye everyone!!!",false,false,false,VB,other
"your face is goofy",false,false,false,PRP$,statement
"you never stay and chat USERNAME",false,false,false,PRP,statement
"looks for D beer ",false,false,false,VBZ,statement
"chatting sucks",false,false,false,VBG,statement
"USERNAME usually lurks",false,false,false,CD,statement
"yw.",false,false,false,UH,statement
"yes USERNAME i agree lets all just exchange fluids",false,true,false,RB,yes
"yes I know",false,true,true,UH,yes
"hmmm...cyber sex sucks",false,false,false,NN,statement
"see.. he smiles",false,false,false,X,statement
"oh yeah",false,true,false,UH,yes
"mmmmm thats the spot",false,false,false,NN,statement
"where is elle?",true,false,false,WRB,question
"USERNAME girls per day please",false,false,false,CD,statement
"come on barbie lets go party",false,false,false,VB,statement
"why is everyone askin me!!!",false,false,false,WRB,question
"ok exchange fluids kinda like a car thing",false,false,false,UH,statement
"yada yada... yada..boring nd lame folks suck..lol",false,true,false,NN,statement
"i'm not exchanging fluids with no one",false,false,true,PRP,statement
"she is good on her elbows i miss her",false,false,false,PRP,statement
"USERNAME",false,false,false,CD,statement
"hey babe",false,false,false,UH,other
"i havent seen u in ages",false,false,false,PRP,statement
"no one here is good enough for my superior fluids",false,false,true,DT,statement
"Elle went out with her fruity friend to a bar",false,false,false,NNP,statement
"USERNAME",false,false,false,CD,other
"how you been USERNAME",false,false,false,WRB,question
"and  is nd..lol",false,false,false,CC,statement
"oh boy",false,false,false,UH,statement
"stop shpwing me your nude pics",false,false,false,VB,no
"yeah...he may have eherpes",false,true,false,UH,yes
"15 min to go",false,false,false,CD,statement
"good good",false,false,false,JJ,statement
"i dont have nudes",false,false,false,PRP,no
"hello",false,false,false,UH,other
"leave her alone",false,false,false,VB,statement
"i'm sure there is a troll out there for you USERNAME",false,false,false,PRP,statement
"hey USERNAME you whore whats up?",true,false,false,RB,other
"USERNAME!!",false,false,false,CD,other
"allo USERNAME",false,false,false,RB,other
"yes!",false,true,false,UH,yes
"hello hun",false,false,false,UH,other
"USERNAME",false,false,false,CD,statement
"what?",true,false,false,WP,question
"who",false,false,false,WP,question
"shit...im missing everything",false,false,false,NN,statement
"and USERNAME is a good on her kneez.. i guess..lol",false,false,false,CC,statement
"im a girl im if im on my kness she has to be on her elbows.. ",false,false,false,PRP,statement
"yeah someone ugly enough for your fluids hahaha",false,true,true,UH,statement
"ask USERNAME.. she knows.. she's ma wife",false,false,true,VB,statement
"yesh I am ",false,true,false,NN,yes
"ive never been on my elbows",false,false,false,PRP,statement
"any nice guyz wanna chat",false,false,false,DT,statement
"USERNAME",false,false,false,CD,statement
"any females want to chat? 25 m canada pm me",true,false,false,DT,statement
"kneess... lol",false,false,false,NN,statement
"i am USERNAME",false,false,false,PRP,statement
"i am being nice",false,false,false,PRP,statement
"lmao im serious when did you start using elbows?",true,false,false,NN,question
"USERNAME..like a clue..u miss'n alot of that..lol",false,false,false,CD,statement
"damn wind  we must have a cyclone coming or something",false,false,false,JJ,statement
"poor doll",false,false,false,JJ,statement
"21 and a virgin. thats sad",false,false,false,CD,statement
"no",false,false,true,DT,no
"go boy",false,false,false,VB,statement
"no Reub.. for real",false,false,true,DT,no
"wtf is this talk about elbows  knees!???",true,false,false,NN,question
"i just want to be included",false,false,false,PRP,statement
"im so lost",false,false,false,PRP,statement
"thats good to be a virgin",false,false,false,IN,statement
"who's a virgin?",true,false,false,WP,question
"possibly",false,false,false,RB,statement
"there is a USERNAME or elle is on elbows???? get it",true,false,false,EX,statement
"Not to worry ladies, I have arrived.",false,false,true,RB,statement
"OMG I am not sure how to react its so pathetic",false,false,true,NNP,statement
"me",false,false,false,PRP,statement
"not enough rain for it though",false,false,true,RB,statement
"the girls here are on heat man",false,false,false,DT,statement
"im a virgin",false,false,false,PRP,statement
"USERNAME..the pope..is ..lol",false,false,false,CD,statement
"i have never used elbows",false,false,false,PRP,no
"im standin where?",true,false,false,PRP,question
"riiiight USERNAME",false,false,false,NN,statement
"who",false,false,false,WP,question
"in mass orgies they dont even use elbows i swear",false,false,false,IN,no
"brb",false,false,false,NN,other
"wtf is goin on!!!",false,false,false,NN,question
"nm",false,false,false,IN,statement
"USERNAME give me a chance",false,false,false,CD,statement
"ima cry",false,false,false,PRP,statement
"USERNAME is needy today",false,false,false,CD,statement
"i swear to god ima cry",false,false,false,PRP,statement
"dont cry babe",false,false,false,VBP,no
"i'm a born again virgin",false,false,false,PRP,statement
"carpet burns",false,false,false,NN,statement
"you cant dis a tryer",false,false,false,PRP,statement
"no im just bored u whore",false,false,true,DT,no
"truss me",false,false,false,VB,statement
"lol guess i need to keep up with the new techniques of elbows",false,false,false,NN,statement
"hmm maybe",false,false,false,UH,statement
"hey USERNAME",false,false,false,RB,other
"shut up bitch",false,false,false,VBD,no
"Ummm USERNAME cut off your balls and swallow mmmkay and please choke if that does not kill you just drink some bleach you will go fast I promise",false,false,true,NNP,no
"hey USERNAME",false,false,false,RB,other
"!whip USERNAME",false,false,false,NN,statement
"heyyyy USERNAME",false,false,false,NN,other
"i dont know if its a technique but it sounded ok in my head",false,false,true,PRP,statement
"whos talkin shit to u",false,false,false,WP,question
"hey USERNAME",false,false,false,RB,other
"hi everyone",false,false,false,UH,other
"yo USERNAME bend over id show ya how virgin i am ..lol",false,true,false,RB,statement
"USERNAME i never had a girlfriend",false,false,false,CD,statement
"lol no one",false,false,true,UH,no
"hiya barbie hi ken!",false,true,false,NN,other
"I do not care",false,false,true,PRP,no
"me too USERNAME....let's find someone else to pick on...lol",false,false,false,PRP,statement
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"hey USERNAME",false,false,false,RB,other
"hi USERNAME",false,false,false,JJ,other
"hello USERNAME",false,false,false,UH,other
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"i think USERNAME...lol",false,false,false,PRP,statement
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
